round,value,daily_double,category,answer,question,air_date,answer_length,answer_word_count,syllable_count,sentence_count,dale_chall_score,processed_answer
2,200,no,BODIES OF WATER,The Japan & Peru Currents are among those that warm & cool coastal areas of this ocean,Pacific Ocean,1998-02-19,86,17,20,1,7.54,"['japan', 'peru', 'current', 'among', 'warm', 'cool', 'coastal', 'area', 'thi', 'ocean']"
2,400,no,BODIES OF WATER,An undersea sill from Tunisia to Sicily splits this sea into eastern & western basins,Mediterranean Sea,1998-02-19,85,15,21,1,6.59,"['undersea', 'sill', 'tunisia', 'sicili', 'split', 'thi', 'sea', 'eastern', 'western', 'basin']"
2,600,no,BODIES OF WATER,This sea is less saline than its Atlantic connection due to fresh water from the Thames & other rivers,North Sea,1998-02-19,102,19,24,1,6.28,"['thi', 'sea', 'le', 'salin', 'atlant', 'connect', 'due', 'fresh', 'water', 'thame', 'river']"
2,800,no,BODIES OF WATER,"Due to changes in air pressure, the water level of this Swiss-French lake can vary as much as 5' in 30 min.",Lake Geneva,1998-02-19,107,22,26,1,1.81,"['due', 'chang', 'air', 'pressur', 'water', 'level', 'thi', 'swissfrench', 'lake', 'vari', 'much', '5', '30', 'min']"
2,1000,no,BODIES OF WATER,"Except for its easternmost extremity, this strait lies entirely within Chilean waters",Strait of Magellan,1998-02-19,85,12,22,1,10.81,"['except', 'easternmost', 'extrem', 'thi', 'strait', 'lie', 'entir', 'within', 'chilean', 'water']"
1,100,no,BUSINESS & INDUSTRY,"A big name in computers, this company is known as HP for short",Hewlett-Packard,1998-02-20,62,13,17,1,5.5,"['big', 'name', 'comput', 'thi', 'compani', 'known', 'hp', 'short']"
1,200,no,BUSINESS & INDUSTRY,Ernie is the chief spokes-elf for this snack food company,Keebler,1998-02-20,57,10,13,1,0.5,"['erni', 'chief', 'spokeself', 'thi', 'snack', 'food', 'compani']"
1,300,no,BUSINESS & INDUSTRY,The name of this photocopy store chain refers to the curly hair of its founder Paul Orfalea,Kinko's,1998-02-20,91,17,20,1,6.34,"['name', 'thi', 'photocopi', 'store', 'chain', 'refer', 'curli', 'hair', 'founder', 'paul', 'orfalea']"
1,400,no,BUSINESS & INDUSTRY,"According to its ads, this hotel chain by Marriott was ""designed by business travelers\""",Courtyard,1998-02-20,88,14,22,1,8.84,"['accord', 'ad', 'thi', 'hotel', 'chain', 'marriott', 'wa', 'design', 'busi', 'travel']"
1,700,yes,BUSINESS & INDUSTRY,"This cruise line was launched in 1972 with just one ship, the Mardi Gras",Carnival Cruise Lines,1998-02-20,72,14,15,1,5.46,"['thi', 'cruis', 'line', 'wa', 'launch', '1972', 'one', 'ship', 'mardi', 'gra']"
2,200,no,WORD ORIGINS,"This state's name is from the Sioux for ""sky-tinted waters""; maybe they meant the 10,000 lakes",Minnesota,1998-02-24,94,16,19,1,6.4,"['thi', 'state', 'name', 'sioux', 'skytint', 'water', 'mayb', 'meant', '10000', 'lake']"
2,400,no,WORD ORIGINS,"The Old Norse word ""vindauga"" gave us this pane-ful word for an opening in a wall",window,1998-02-24,81,16,20,1,6.4,"['old', 'nors', 'word', 'vindauga', 'gave', 'u', 'thi', 'pane', 'word', 'open', 'wall']"
2,600,no,WORD ORIGINS,"Derived from the Latin for ""salted vegetables"", this cold dish might be enhanced with a little oil & vinegar",salad,1998-02-24,108,19,26,1,8.92,"['deriv', 'latin', 'salt', 'veget', 'thi', 'cold', 'dish', 'might', 'enhanc', 'littl', 'oil', 'vinegar']"
2,800,no,WORD ORIGINS,"This number can be traced back to the Sankrit ""Shunya"", or empty",zero,1998-02-24,64,12,15,1,5.55,"['thi', 'number', 'trace', 'back', 'sankrit', 'shunya', 'empti']"
2,1000,yes,WORD ORIGINS,The -sex suffix on British placenames refers to this Germanic people,the Saxons,1998-02-24,68,11,17,1,8.49,"['sex', 'suffix', 'british', 'placenam', 'refer', 'thi', 'german', 'peopl']"
1,100,no,WORLD CAPITALS,"This capital of Cuba has a colonial museum & not surprisingly, a Museum of the Revolution",Havana,1998-02-27,89,16,30,1,9.64,"['thi', 'capit', 'cuba', 'ha', 'coloni', 'museum', 'surprisingli', 'museum', 'revolut']"
1,200,no,WORLD CAPITALS,"In 1561 King Philip II chose this city as the capital of Spain, perhaps because he was born in the area",Madrid,1998-02-27,103,21,25,1,1.04,"['1561', 'king', 'philip', 'ii', 'chose', 'thi', 'citi', 'capit', 'spain', 'perhap', 'becaus', 'wa', 'born', 'area']"
1,300,no,WORLD CAPITALS,"It ""reigns"" as Jamaica's chief port",Kingston,1998-02-27,35,6,7,1,6.57,"['reign', 'jamaica', 'chief', 'port']"
1,400,no,WORLD CAPITALS,The Temple of the Reclining Buddha is the largest temple in this capital of Thailand,Bangkok,1998-02-27,84,15,23,1,8.59,"['templ', 'reclin', 'buddha', 'largest', 'templ', 'thi', 'capit', 'thailand']"
1,500,no,WORLD CAPITALS,A revolving restaurant spins atop the hot water storage tanks on this northern capital's Oskjuhlid Hill,Reykjavik,1998-02-27,103,16,26,1,9.36,"['revolv', 'restaur', 'spin', 'atop', 'hot', 'water', 'storag', 'tank', 'thi', 'northern', 'capit', 'oskjuhlid', 'hill']"
2,200,no,ISLANDS,"It's the ""Emerald Isle\""",Ireland,1998-02-27,24,4,5,1,7.78,"['emerald', 'isl']"
2,400,no,ISLANDS,The mysterious stone statues on this Chilean island vary in height from about 10 to 40 feet,Easter Island,1998-02-27,91,17,22,1,6.34,"['mysteri', 'stone', 'statu', 'thi', 'chilean', 'island', 'vari', 'height', '10', '40', 'foot']"
2,600,no,ISLANDS,Haiti occupies the western third of this island,Hispaniola,1998-02-27,47,8,12,1,6.01,"['haiti', 'occupi', 'western', 'third', 'thi', 'island']"
2,1000,yes,ISLANDS,This Greek island is perhaps best known as the birthplace of poet Sappho,Lesbos,1998-02-27,72,13,18,1,7.93,"['thi', 'greek', 'island', 'perhap', 'best', 'known', 'birthplac', 'poet', 'sappho']"
2,1000,no,ISLANDS,"The most southerly of Japan's 4 main islands, it's where Nagasaki is located",Kyushu,1998-02-27,76,13,19,1,9.14,"['southerli', 'japan', '4', 'main', 'island', 'nagasaki', 'locat']"
2,200,no,WORLD HISTORY,"Implicated in a plot to kill Hitler, this ""Desert Fox"" committed suicide rather than stand trial",Erwin Rommel,1998-03-03,96,16,23,1,8.38,"['implic', 'plot', 'kill', 'hitler', 'thi', 'desert', 'fox', 'commit', 'suicid', 'rather', 'stand', 'trial']"
2,1000,no,WORLD HISTORY,"On Feb. 12, 1912, the last emperor of this dynasty abdicated, ending more than 3,000 years of Chinese monarchy",Manchu,1998-03-03,110,19,28,1,8.73,"['feb', '12', '1912', 'last', 'emperor', 'thi', 'dynasti', 'abdic', 'end', '3000', 'year', 'chines', 'monarchi']"
2,200,no,LITERATURE,"Dan'l Webster was the name of the title amphibian in ""The Celebrated Jumping Frog Of"" this ""County\""",Calaveras County,1998-03-04,100,17,26,1,8.19,"['danl', 'webster', 'wa', 'name', 'titl', 'amphibian', 'celebr', 'jump', 'frog', 'thi', 'counti']"
2,400,no,LITERATURE,Sancho Panza rides a donkey named Dapple in this Cervantes novel,Don Quixote,1998-03-04,64,11,17,1,11.36,"['sancho', 'panza', 'ride', 'donkey', 'name', 'dappl', 'thi', 'cervant', 'novel']"
2,600,no,LITERATURE,"The final chapter of ""The Scarlet Letter"" says that her tombstone bore the letter ""A\""",Hester Prynne,1998-03-04,86,15,21,1,8.59,"['final', 'chapter', 'scarlet', 'letter', 'say', 'tombston', 'bore', 'letter']"
2,800,no,LITERATURE,Archdeacon Claude Frollo was this hunchback's master,Quasimodo,1998-03-04,52,7,11,1,10.75,"['archdeacon', 'claud', 'frollo', 'wa', 'thi', 'hunchback', 'master']"
2,3000,yes,LITERATURE,"This Poe tale contains the line, ""The French army had entered Toledo\""",The Pit & The Pendulum,1998-03-04,70,12,15,1,8.18,"['thi', 'poe', 'tale', 'contain', 'line', 'french', 'armi', 'enter', 'toledo']"
1,100,no,SPORTS,"In 1997 this event began at Rouen with a 4 1/2 mile time trial called the ""Prologue\""",Tour de France,1998-03-06,85,17,20,1,6.34,"['1997', 'thi', 'event', 'began', 'rouen', '4', '12', 'mile', 'time', 'trial', 'call', 'prologu']"
1,200,no,SPORTS,"Until 1991 this NBA star's name was listed as ""Akeem"" because the ""H"" is silent in his native language",Hakeem Olajuwon,1998-03-06,102,19,24,1,6.24,"['1991', 'thi', 'nba', 'star', 'name', 'wa', 'list', 'akeem', 'becaus', 'h', 'silent', 'hi', 'nativ', 'languag']"
1,300,no,SPORTS,"Known as ""Mr. October"", he hit his 500th home run on Sept. 17, 1984, becoming the 13th player to do so",Reggie Jackson,1998-03-06,102,21,26,2,0.52,"['known', 'mr', 'octob', 'hit', 'hi', '500th', 'home', 'run', 'sept', '17', '1984', 'becom', '13th', 'player']"
1,400,no,SPORTS,"At the 1972 Munich Olympics, he swam in 7 events, including relays, & won all in world record times",Mark Spitz,1998-03-06,99,19,23,1,7.16,"['1972', 'munich', 'olymp', 'swam', '7', 'event', 'includ', 'relay', 'world', 'record', 'time']"
1,500,no,SPORTS,"In the Preakness, mums are painted to resemble this out-of-season ""bruised"" daisy on the winner's blanket",Black-eyed Susan,1998-03-06,105,16,25,1,8.38,"['preak', 'mum', 'paint', 'resembl', 'thi', 'outofseason', 'bruis', 'daisi', 'winner', 'blanket']"
2,200,no,WORLD GEOGRAPHY,This Lebanese capital is connected by highway to Baghdad & Damascus,Beirut,1998-03-09,67,11,19,1,8.87,"['thi', 'lebanes', 'capit', 'connect', 'highway', 'baghdad', 'damascu']"
2,400,no,WORLD GEOGRAPHY,You can use your head to figure out that Dunnet Head is this U.K. country's northernmost mainland port,Scotland,1998-03-09,102,18,24,1,8.04,"['use', 'head', 'figur', 'dunnet', 'head', 'thi', 'uk', 'countri', 'northernmost', 'mainland', 'port']"
2,600,no,WORLD GEOGRAPHY,"Magellan visited this archipelago in 1520 & gave it a Spanish name meaning ""Land of Fire\""",Tierra del Fuego,1998-03-09,90,16,25,1,9.64,"['magellan', 'visit', 'thi', 'archipelago', '1520', 'gave', 'spanish', 'name', 'mean', 'land', 'fire']"
2,1000,yes,WORLD GEOGRAPHY,"A ""great"" pass & a ""little"" pass in the Alps are named for this saint",St. Bernard (the patron saint of mountain climbing),1998-03-09,69,15,16,1,0.69,"['great', 'pa', 'littl', 'pa', 'alp', 'name', 'thi', 'saint']"
2,1000,no,WORLD GEOGRAPHY,This Croat capital was formerly Yugoslavia's second largest city,Zagreb,1998-03-09,64,9,15,1,7.59,"['thi', 'croat', 'capit', 'wa', 'formerli', 'yugoslavia', 'second', 'largest', 'citi']"
3,0,no,WORD ORIGINS,"These 2 words, for a political plan of attack & a drink used to celebrate a win, come from the same root",Campaign & champagne,1998-03-09,104,22,28,1,6.18,"['2', 'word', 'polit', 'plan', 'attack', 'drink', 'use', 'celebr', 'win', 'come', 'root']"
1,100,no,U.S. GEOGRAPHY,"Part of this 3,000-mile long mountain system covers the middle third of Colorado",the Rocky Mountains,1998-03-13,80,13,18,1,7.93,"['part', 'thi', '3000mile', 'long', 'mountain', 'system', 'cover', 'middl', 'third', 'colorado']"
1,200,no,U.S. GEOGRAPHY,Texas County in this state's panhandle borders the state of Texas,Oklahoma,1998-03-13,65,11,15,1,7.05,"['texa', 'counti', 'thi', 'state', 'panhandl', 'border', 'state', 'texa']"
1,300,no,U.S. GEOGRAPHY,"This Washington volcano erupted on November 22, 1842; it blew its top again in 1980",Mount St. Helens,1998-03-13,83,15,21,1,7.54,"['thi', 'washington', 'volcano', 'erupt', 'novemb', '22', '1842', 'blew', 'top', '1980']"
1,400,no,U.S. GEOGRAPHY,"This Midwestern state's ""Northwest Angle"" is the northernmost point in the continental U.S.",Minnesota,1998-03-13,91,13,22,1,10.35,"['thi', 'midwestern', 'state', 'northwest', 'angl', 'northernmost', 'point', 'continent', 'u']"
1,500,no,U.S. GEOGRAPHY,"The Calendar Islands of this ""Pine Tree State"" are so named because there are 365 of them",Maine,1998-03-13,89,17,21,1,5.41,"['calendar', 'island', 'thi', 'pine', 'tree', 'state', 'name', 'becaus', '365']"
1,100,no,U.S. HISTORY,"Big events in 1835:  Mr. & Mrs. Clemens had a bouncing baby boy, Samuel, & this comet circled by",Halley's Comet,1998-03-16,96,19,23,2,6.84,"['big', 'event', '1835', 'mr', 'mr', 'clemen', 'bounc', 'babi', 'boy', 'samuel', 'thi', 'comet', 'circl']"
1,200,no,U.S. HISTORY,In 1915 he called San Francisco from New York City & spoke with Dr. Thomas A. Watson,Alexander Graham Bell,1998-03-16,84,17,20,1,6.4,"['1915', 'call', 'san', 'francisco', 'new', 'york', 'citi', 'spoke', 'dr', 'thoma', 'watson']"
1,300,no,U.S. HISTORY,In 1807 this former VP was tried & acquitted on a charge of treason,Aaron Burr,1998-03-16,67,14,18,1,7.93,"['1807', 'thi', 'former', 'vp', 'wa', 'tri', 'acquit', 'charg', 'treason']"
1,400,no,U.S. HISTORY,"On May 30, 1911, with a time of 6:42:08, Ray Harroun won the first running of this",Indianapolis 500,1998-03-16,82,17,19,1,5.41,"['may', '30', '1911', 'time', '64208', 'ray', 'harroun', 'first', 'run', 'thi']"
1,500,no,U.S. HISTORY,"This general addressed a joint session of Congress April 19, 1951",Douglas MacArthur,1998-03-16,65,11,16,1,8.49,"['thi', 'gener', 'address', 'joint', 'session', 'congress', 'april', '19', '1951']"
3,0,no,STATE CAPITALS,It's the only state capital whose name has 3 sets of double letters,Tallahassee,1998-03-17,67,13,18,1,5.5,"['onli', 'state', 'capit', 'whose', 'name', 'ha', '3', 'set', 'doubl', 'letter']"
2,200,no,HISTORY,"The Magna Carta of 1215 & The Stamp Act Protest of 1765 opposed this ""without representation\""",taxation,1998-03-18,94,16,23,1,7.54,"['magna', 'carta', '1215', 'stamp', 'act', 'protest', '1765', 'oppos', 'thi', 'without', 'represent']"
2,400,no,HISTORY,The last Abbasid Caliph was killed in 1258 when these Asian warriors sacked Baghdad,the Mongols,1998-03-18,83,14,17,1,7.71,"['last', 'abbasid', 'caliph', 'wa', 'kill', '1258', 'asian', 'warrior', 'sack', 'baghdad']"
2,600,no,HISTORY,In 1929 Amanullah Khan marched on Kabul in an attempt to retake this country from an outlaw leader,Afghanistan,1998-03-18,98,18,26,1,8.04,"['1929', 'amanullah', 'khan', 'march', 'kabul', 'attempt', 'retak', 'thi', 'countri', 'outlaw', 'leader']"
2,800,no,HISTORY,"Called by some the Father of Europe, he was crowned Emperor of the Romans December 25, 800",Charlemagne,1998-03-18,90,17,24,1,7.27,"['call', 'father', 'europ', 'wa', 'crown', 'emperor', 'roman', 'decemb', '25', '800']"
2,1000,no,HISTORY,"In June 1812, Napoleon sent this French army to defeat the Russians--didn't work",La Grande ArméE (the Grand Army),1998-03-18,80,13,17,1,5.5,"['june', '1812', 'napoleon', 'sent', 'thi', 'french', 'armi', 'defeat', 'russiansdidnt', 'work']"
2,200,no,COLLEGES & UNIVERSITIES,Men's teams at Washington & Jefferson College are the Presidents; the women once had this nickname,the First Ladies,1998-03-18,98,16,25,1,8.59,"['men', 'team', 'washington', 'jefferson', 'colleg', 'presid', 'woman', 'onc', 'thi', 'nicknam']"
2,400,no,COLLEGES & UNIVERSITIES,"\""I have found it!"" The westernmost college in the lower 48 states is the College of the Redwoods in this California city",Eureka,1998-03-18,121,22,31,2,7.05,"['found', 'westernmost', 'colleg', 'lower', '48', 'state', 'colleg', 'redwood', 'thi', 'california', 'citi']"
2,600,no,COLLEGES & UNIVERSITIES,"This Rochester, N.Y. businessman's gift allowed MIT to be built",(George) Eastman,1998-03-18,63,10,13,1,7.29,"['thi', 'rochest', 'ny', 'businessman', 'gift', 'allow', 'mit', 'built']"
2,800,no,COLLEGES & UNIVERSITIES,"Originally the colors of Syracuse were pea green & pink, but in 1890 this one color was chosen",orange,1998-03-18,94,18,25,1,7.27,"['origin', 'color', 'syracus', 'pea', 'green', 'pink', '1890', 'thi', 'one', 'color', 'wa', 'chosen']"
2,1000,no,COLLEGES & UNIVERSITIES,"Located in Pyongyang, North Korea's oldest university is named for this late Communist leader",Kim Il-sung,1998-03-18,93,14,26,1,11.1,"['locat', 'pyongyang', 'north', 'korea', 'oldest', 'univers', 'name', 'thi', 'late', 'communist', 'leader']"
2,200,no,BEFORE & AFTER,Stevenson's two-faced physician/monster who relaxes at FDR's New York Estate,Jekyll & Hyde Park,1998-03-18,76,10,17,1,12.03,"['stevenson', 'twofac', 'physicianmonst', 'relax', 'fdr', 'new', 'york', 'estat']"
2,400,no,BEFORE & AFTER,Citrus drink franchise owned by the conqueror of Gaul,Orange Julius Caesar,1998-03-18,53,9,12,1,9.35,"['citru', 'drink', 'franchis', 'conqueror', 'gaul']"
2,600,no,BEFORE & AFTER,"\""The Bodyguard"" star's troubled message to mission control from Apollo 13","Whitney Houston, we have a problem",1998-03-18,74,11,17,1,11.36,"['bodyguard', 'star', 'troubl', 'messag', 'mission', 'control', 'apollo', '13']"
2,800,no,BEFORE & AFTER,Famous lingerie store's hidden nuclear warhead,Victoria's Secret Weapon,1998-03-18,46,6,12,1,14.46,"['famou', 'lingeri', 'store', 'hidden', 'nuclear', 'warhead']"
2,1000,no,BEFORE & AFTER,"Deformed bellringer who does a pas de deux with Rudolf Nereyev in ""Swan Lake\""",the Hunchback of Notre Dame Margot Fonteyn,1998-03-18,78,14,16,1,6.59,"['deform', 'bellring', 'doe', 'pa', 'de', 'deux', 'rudolf', 'nereyev', 'swan', 'lake']"
2,200,no,WORLD HISTORY,"In 1492 he chartered the Santa Maria from Juan de la Cosa, who became its sailing master",Christopher Columbus,1998-03-25,88,17,22,1,7.27,"['1492', 'charter', 'santa', 'maria', 'juan', 'de', 'la', 'cosa', 'becam', 'sail', 'master']"
2,400,no,WORLD HISTORY,"Until abolished in 404 A.D., gladiatorial games had been held at this Rome site for over 300 years",The Colosseum,1998-03-25,98,18,25,1,6.28,"['abolish', '404', 'ad', 'gladiatori', 'game', 'held', 'thi', 'rome', 'site', '300', 'year']"
2,600,no,WORLD HISTORY,"On April 10, 1974 she resigned as Israel's prime minister but served as a caretaker until June",Golda Meir,1998-03-25,94,17,24,1,8.19,"['april', '10', '1974', 'resign', 'israel', 'prime', 'minist', 'serv', 'caretak', 'june']"
2,800,no,WORLD HISTORY,In the 1770s this British sea captain circled Antarctica but ice packs kept him from sighting land,James Cook,1998-03-25,98,17,22,1,7.27,"['1770', 'thi', 'british', 'sea', 'captain', 'circl', 'antarctica', 'ice', 'pack', 'kept', 'sight', 'land']"
2,1000,no,WORLD HISTORY,"This 16-year-old ""Black Prince"" led his men to victory at the battle of Crecy in August 1346",Edward,1998-03-25,92,17,22,1,5.41,"['thi', '16yearold', 'black', 'princ', 'led', 'hi', 'men', 'victori', 'battl', 'creci', 'august', '1346']"
3,0,no,WORD ORIGINS,"This type of establishment gets its name from the Latin for ""to restore\""",a restaurant,1998-03-30,73,13,17,1,6.71,"['thi', 'type', 'establish', 'get', 'name', 'latin', 'restor']"
1,100,no,STATE CAPITALS,Natives of this city think it's O.K. to call it OKC,Oklahoma City,1998-04-02,51,11,12,1,5.62,"['nativ', 'thi', 'citi', 'think', 'ok', 'call', 'okc']"
1,200,no,STATE CAPITALS,Dole Cannery Square is one of this city's premier shopping destinations,Honolulu,1998-04-02,71,11,17,1,8.49,"['dole', 'canneri', 'squar', 'one', 'thi', 'citi', 'premier', 'shop', 'destin']"
1,300,no,STATE CAPITALS,"This city boasts museums devoted to toys, beverage containers & Hank Williams Jr.",Nashville,1998-04-02,81,13,21,1,9.5,"['thi', 'citi', 'boast', 'museum', 'devot', 'toy', 'beverag', 'contain', 'hank', 'william', 'jr']"
1,400,no,STATE CAPITALS,"One of America's oldest churches, the Mission of San Miguel in this city, was erected around 1610",Santa Fe,1998-04-02,97,17,24,1,9.12,"['one', 'america', 'oldest', 'church', 'mission', 'san', 'miguel', 'thi', 'citi', 'wa', 'erect', 'around', '1610']"
1,500,no,STATE CAPITALS,The Prudential Center Skywalk provides spectacular views of this New England capital,Boston,1998-04-02,84,12,23,1,10.81,"['prudenti', 'center', 'skywalk', 'provid', 'spectacular', 'view', 'thi', 'new', 'england', 'capit']"
1,100,no,BEFORE & AFTER,The one-time flying nun who lands on a magical baseball diamond on your farm,Sally Field of Dreams,1998-04-06,76,14,21,1,6.59,"['onetim', 'fli', 'nun', 'land', 'magic', 'basebal', 'diamond', 'farm']"
1,200,no,BEFORE & AFTER,"Vampire Lestat creator who's a ""San Francisco treat\""",Anne Rice-A-Roni,1998-04-06,53,8,13,1,11.93,"['vampir', 'lestat', 'creator', 'san', 'francisco', 'treat']"
1,300,no,BEFORE & AFTER,Disaffected group born after 1965 who are investigated by Mulder & Scully,the Generation X-Files,1998-04-06,73,12,22,1,9.92,"['disaffect', 'group', 'born', '1965', 'investig', 'mulder', 'sculli']"
1,400,no,BEFORE & AFTER,The lead singer of the Miracles who was stranded on a desert island,Smokey Robinson Crusoe,1998-04-06,67,13,17,1,6.71,"['lead', 'singer', 'miracl', 'wa', 'strand', 'desert', 'island']"
1,500,no,BEFORE & AFTER,"A Baskin-Robbins treat used for top secret discussion on ""Get Smart\""",Ice Cream Cone of Silence,1998-04-06,69,11,17,1,7.05,"['baskinrobbin', 'treat', 'use', 'top', 'secret', 'discuss', 'get', 'smart']"
1,100,no,SPORTS,He hit 110 home runs in 1996 & 1997 -- more than any player in 2 straight seasons except Babe Ruth,Mark McGwire,1998-04-23,98,21,24,1,5.41,"['hit', '110', 'home', 'run', '1996', '1997', 'ani', 'player', '2', 'straight', 'season', 'except', 'babe', 'ruth']"
1,200,no,SPORTS,Buster Douglas' 1990 knockout of this champ has been called the greatest heavyweight title upset,Mike Tyson,1998-04-23,96,15,21,1,8.59,"['buster', 'dougla', '1990', 'knockout', 'thi', 'champ', 'ha', 'call', 'greatest', 'heavyweight', 'titl', 'upset']"
1,300,no,SPORTS,"From 1977 to 1981, this NHL city's Blues played their home games in the Checkerdome",St. Louis,1998-04-23,83,15,17,1,5.43,"['1977', '1981', 'thi', 'nhl', 'citi', 'blue', 'play', 'home', 'game', 'checkerdom']"
1,1000,yes,SPORTS,"(Hi, I'm Jim Lampley)  Only 2 Americans have won 5 gold medals in the Winter Olympics: Bonnie Blair & this fellow speedskater",Eric Heiden,1998-04-23,125,22,32,1,7.69,"['hi', 'im', 'jim', 'lampley', 'onli', '2', 'american', '5', 'gold', 'medal', 'winter', 'olymp', 'bonni', 'blair', 'thi', 'fellow', 'speedskat']"
1,500,no,SPORTS,Both John Elway & Jim Plunkett were NFL No. 1 draft choices from this university,Stanford,1998-04-23,80,15,21,1,8.84,"['john', 'elway', 'jim', 'plunkett', 'nfl', '1', 'draft', 'choic', 'thi', 'univers']"
1,100,no,LITERATURE,"Chapter 7 of this Louisa May Alcott novel is entitled ""Amy's Valley of Humiliation\""","\""Little Women\""",1998-05-01,84,14,24,1,9.97,"['chapter', '7', 'thi', 'louisa', 'may', 'alcott', 'novel', 'entitl', 'ami', 'valley', 'humili']"
1,200,no,LITERATURE,"His ""Jungle Book"" prose begins, ""It was seven o'clock of a very warm evening in the Seeonee Hills...\""",Rudyard Kipling,1998-05-01,102,18,21,1,6.28,"['hi', 'jungl', 'book', 'prose', 'begin', 'wa', 'seven', 'oclock', 'veri', 'warm', 'even', 'seeone', 'hill']"
1,300,no,LITERATURE,"\""I believe you think me a fiend!"" says Heathcliff ""with his dismal laugh"" in this novel","\""Wuthering Heights\""",1998-05-01,88,16,20,1,7.39,"['believ', 'think', 'fiend', 'say', 'heathcliff', 'hi', 'dismal', 'laugh', 'thi', 'novel']"
1,400,no,LITERATURE,"In this novel, Sancho Panza is described as a poor, honest man ""without much salt in his brain-pan\""","\""Don Quixote\""",1998-05-01,100,18,25,1,8.04,"['thi', 'novel', 'sancho', 'panza', 'describ', 'poor', 'honest', 'man', 'without', 'much', 'salt', 'hi', 'brainpan']"
1,500,no,LITERATURE,This Tolstoy epic of Russian society between 1805 & 1815 contains more than 500 characters,"\""War and Peace\""",1998-05-01,90,15,23,1,9.97,"['thi', 'tolstoy', 'epic', 'russian', 'societi', '1805', '1815', 'contain', '500', 'charact']"
1,100,no,RELIGION,"From the Latin for ""brother"" comes this term for some mendicant monks; Tuck was one",Friars,1998-05-11,83,15,18,1,5.43,"['latin', 'brother', 'come', 'thi', 'term', 'mendic', 'monk', 'tuck', 'wa', 'one']"
1,200,no,RELIGION,"In Zoroastrianism, water & a liquid called haoma are sacrificed in the presence of this substance",Fire,1998-05-11,97,16,26,1,10.7,"['zoroastrian', 'water', 'liquid', 'call', 'haoma', 'sacrif', 'presenc', 'thi', 'substanc']"
1,300,no,RELIGION,"Between February 11 & July 16, 1858, the Virgin Mary made a reported 18 appearances at this site",Lourdes,1998-05-11,96,18,27,1,7.27,"['februari', '11', 'juli', '16', '1858', 'virgin', 'mari', 'made', 'report', '18', 'appear', 'thi', 'site']"
1,400,no,RELIGION,The Theravada school considers itself the closest to the original form of this religion,Buddhism,1998-05-11,87,14,24,1,9.97,"['theravada', 'school', 'consid', 'closest', 'origin', 'form', 'thi', 'religion']"
1,500,no,RELIGION,"The Hindu trinity is Brahma, Vishnu & this god",Shiva,1998-05-11,46,9,14,1,11.93,"['hindu', 'triniti', 'brahma', 'vishnu', 'thi', 'god']"
1,100,no,POTPOURRI,"On maps, this rodent's name precedes creek, falls, island, &, of course, dam",Beaver,1998-05-11,76,13,16,1,6.86,"['map', 'thi', 'rodent', 'name', 'preced', 'creek', 'fall', 'island', 'cours', 'dam']"
1,200,no,POTPOURRI,Belomancy is a form of divination in which these are drawn at random from a quiver or other container,Arrows,1998-05-11,101,19,28,1,7.9,"['belom', 'form', 'divin', 'drawn', 'random', 'quiver', 'contain']"
1,300,no,POTPOURRI,"Some foreign X-ray scanners may ruin rolls of this, so keep them in a special lead-lined bag",Film,1998-05-11,92,17,22,1,8.19,"['foreign', 'xray', 'scanner', 'may', 'ruin', 'roll', 'thi', 'keep', 'special', 'leadlin', 'bag']"
1,400,no,POTPOURRI,The Kennedy Center's grand foyer is lit with 18 of these crystal items; they each weigh a ton,Chandeliers,1998-05-11,93,18,21,1,7.16,"['kennedi', 'center', 'grand', 'foyer', 'lit', '18', 'crystal', 'item', 'weigh', 'ton']"
1,500,no,POTPOURRI,"Dedicated in 1910, the capitol building in this Kentucky city was designed to resemble the U.S. capitol",Frankfort,1998-05-11,103,17,27,1,9.12,"['dedic', '1910', 'capitol', 'build', 'thi', 'kentucki', 'citi', 'wa', 'design', 'resembl', 'u', 'capitol']"
2,200,no,WORD ORIGINS,"From the Hindi word jagannath, it's an advancing force crushing all in its path",Juggernaut,1998-05-11,79,14,20,1,8.84,"['hindi', 'word', 'jagannath', 'advanc', 'forc', 'crush', 'path']"
2,400,no,WORD ORIGINS,"French for ""stroke of mercy"", in reality it's a death blow",Coup de grace,1998-05-11,58,11,15,1,7.05,"['french', 'stroke', 'merci', 'realiti', 'death', 'blow']"
2,700,yes,WORD ORIGINS,"Literally ""god from a machine"", this term refers to a god introduced to resolve a plot",Deus ex machina,1998-05-11,86,16,23,1,7.39,"['liter', 'god', 'machin', 'thi', 'term', 'refer', 'god', 'introduc', 'resolv', 'plot']"
2,800,no,WORD ORIGINS,"French for ""famous case"", it's any celebrated controversy that attracts great public attention",Cause celebre,1998-05-11,94,13,24,1,9.14,"['french', 'famou', 'case', 'ani', 'celebr', 'controversi', 'attract', 'great', 'public', 'attent']"
2,1000,no,WORD ORIGINS,"This noun from the Italian for ""skilled"" is often applied to top musicians",Virtuoso,1998-05-11,74,13,18,1,7.93,"['thi', 'noun', 'italian', 'skill', 'often', 'appli', 'top', 'musician']"
